#{"t_start": 1733922440.811038, "env_id": "HalfCheetah-v4"}
r,l,t
313.26347,1000,427.385525
555.915652,1000,427.942301
777.774764,1000,428.541058
-687.613062,1000,429.056122
201.707507,1000,429.54734
722.257532,1000,430.836996
684.588086,1000,431.324943
499.243506,1000,431.796764
715.115358,1000,432.283046
924.048977,1000,432.83014
427.014185,1000,433.30812
526.427316,1000,433.803056
686.781166,1000,434.402755
860.840306,1000,434.905854
907.817189,1000,435.379466
735.065663,1000,435.865136
559.156841,1000,436.39964
539.438145,1000,436.926648
486.26553,1000,437.541097
524.650805,1000,438.060779
580.389113,1000,438.595756
700.759591,1000,439.12059
154.826649,1000,439.606266
178.103184,1000,440.103031
-681.780785,1000,440.578679
351.557537,1000,441.064383
-89.917123,1000,441.557545
255.75944,1000,442.032583
98.789961,1000,442.564213
253.356179,1000,443.166624
-555.421858,1000,444.465991
317.307054,1000,444.96798
433.297869,1000,445.459507
564.688525,1000,445.975177
637.694648,1000,446.458197
567.927387,1000,446.946851
-637.041327,1000,447.444636
-575.699957,1000,447.935378
-369.472593,1000,448.466589
-346.371744,1000,448.969769
-336.325343,1000,449.466353
-338.278088,1000,450.002871
-337.499386,1000,450.521629
-364.984152,1000,451.027085
412.319252,1000,451.513477
567.761795,1000,452.018842
242.403891,1000,452.523422
-144.293556,1000,453.064595
243.421418,1000,453.554072
617.348169,1000,454.085465
745.350015,1000,454.590307
598.450383,1000,455.076975
-93.255532,1000,455.628901
-325.630198,1000,456.148785
922.422141,1000,456.751155
838.651734,1000,458.18117
756.177931,1000,458.91591
859.075005,1000,459.44571
947.592682,1000,460.043912
924.842862,1000,460.593027
919.966571,1000,461.168085
782.186215,1000,461.764935
904.82285,1000,462.3381
962.65043,1000,462.932994
788.468368,1000,463.477191
758.793522,1000,464.047244
828.903889,1000,464.53752
930.373914,1000,465.025188
876.853857,1000,465.539424
654.541503,1000,466.068164
642.123783,1000,466.584311
545.313826,1000,467.145633
-625.487293,1000,467.663737
566.700228,1000,468.180171
165.57767,1000,468.710016
652.619977,1000,469.201387
180.94449,1000,469.68732
623.16158,1000,470.260994
295.590389,1000,470.926293
393.036986,1000,471.50809
432.90807,1000,472.8025
597.244912,1000,473.390271
637.666497,1000,473.925196
-436.63075,1000,474.432676
637.164143,1000,474.941251
572.951681,1000,475.434355
427.007113,1000,475.940703
683.543648,1000,476.423649
817.004472,1000,476.918211
720.65445,1000,477.425111
384.764081,1000,477.921759
599.290811,1000,478.430441
375.323712,1000,478.935852
671.966647,1000,479.437157
625.272302,1000,479.960692
418.303342,1000,480.456743
525.177655,1000,480.952601
657.34162,1000,481.466273
781.302049,1000,481.978549
658.124222,1000,482.486311
673.696189,1000,483.014699
491.890965,1000,483.532451
725.265081,1000,484.03963
249.171546,1000,484.522801
485.419631,1000,485.030608
761.272228,1000,486.290003
775.482163,1000,486.766035
751.91979,1000,487.258596
478.64223,1000,487.762029
647.837086,1000,488.242402
736.198045,1000,488.721144
777.570982,1000,489.19624
848.522652,1000,489.742279
710.223742,1000,490.350993
878.500823,1000,490.868192
576.414722,1000,491.342622
-510.308989,1000,491.830558
708.799346,1000,492.310198
637.783609,1000,492.798985
799.868254,1000,493.298605
609.493612,1000,493.772394
428.615564,1000,494.246226
307.354893,1000,494.719466
629.140249,1000,495.194113
521.46922,1000,495.706599
661.575362,1000,496.215481
588.138661,1000,496.82111
723.221739,1000,497.425918
583.632168,1000,497.95067
507.493684,1000,498.453052
693.54526,1000,499.876777
782.407566,1000,500.382161
781.467343,1000,500.892443
739.827734,1000,501.402356
745.33811,1000,502.017172
723.558238,1000,502.646589
19.13111,1000,503.186916
737.467976,1000,503.729822
753.361816,1000,504.329198
859.401737,1000,504.913862
-410.825109,1000,505.425741
861.669811,1000,505.917067
915.650575,1000,506.394825
924.791611,1000,506.961728
781.167996,1000,507.44239
844.429428,1000,508.053355
784.585331,1000,508.529306
-596.723273,1000,509.047502
-598.715917,1000,509.647398
-533.762988,1000,510.318645
-503.774618,1000,510.885394
-515.565998,1000,511.521939
-510.448088,1000,512.078348
-509.85054,1000,512.697396
-520.303058,1000,513.285868
-514.044723,1000,514.708891
-506.202039,1000,515.279624
-499.8073,1000,515.827751
-446.526683,1000,516.574772
-430.716313,1000,517.095947
-417.96703,1000,517.706469
-420.265688,1000,518.20914
-413.722377,1000,518.736152
-415.504938,1000,519.299291
-474.468864,1000,519.843953
-408.706086,1000,520.372814
-415.373627,1000,520.891583
-407.459342,1000,521.384287
-386.765933,1000,521.936296
-324.792205,1000,522.506451
-318.81908,1000,523.080819
-321.396156,1000,523.70045
-320.001994,1000,524.266573
-303.00251,1000,524.841497
-215.122618,1000,525.383059
697.651758,1000,525.937378
-336.321046,1000,526.532239
530.469166,1000,527.124059
-407.746227,1000,527.693736
649.461823,1000,528.283731
625.591933,1000,529.643311
587.746763,1000,530.238272
593.636423,1000,530.796998
652.994889,1000,531.411336
596.287075,1000,532.004835
638.687993,1000,532.556836
-417.080816,1000,533.176121
695.129297,1000,533.706109
608.91097,1000,534.315712
649.196282,1000,534.903062
770.880736,1000,535.488778
709.859277,1000,536.04756
561.724731,1000,536.69387
735.658124,1000,537.304919
766.186978,1000,537.867411
677.660234,1000,538.35644
746.797152,1000,538.997063
-629.314166,1000,539.583798
-500.350454,1000,540.227757
-440.025333,1000,540.740268
-410.938021,1000,541.305993
-416.294122,1000,541.895763
-408.872803,1000,542.472078
-409.639157,1000,543.001482
887.955712,1000,543.585905
-507.716382,1000,544.900044
183.08904,1000,545.451229
289.701755,1000,546.067384
-181.098713,1000,546.721611
-148.894853,1000,547.343833
289.6376,1000,547.857036
836.946168,1000,548.45448
749.073361,1000,549.014457
765.169365,1000,549.563334
231.656701,1000,550.062341
-516.910608,1000,550.648736
-596.497171,1000,551.185537
-603.958214,1000,551.704224
-607.970985,1000,552.203045
749.320769,1000,552.680718
-607.214473,1000,553.175916
-617.778732,1000,553.703579
765.094869,1000,554.200106
706.207332,1000,554.695455
974.383475,1000,555.174674
-615.624816,1000,555.684225
-430.081695,1000,556.168907
839.80497,1000,556.70125
870.212121,1000,557.296128
368.984302,1000,557.785895
363.171334,1000,559.193548
463.075688,1000,559.78197
466.345156,1000,560.31231
353.897867,1000,560.815136
394.509549,1000,561.413256
294.767402,1000,561.937078
404.95779,1000,562.478249
489.063864,1000,563.078565
538.746474,1000,563.650622
475.96384,1000,564.137758
316.441139,1000,564.64444
425.943354,1000,565.31535
330.549361,1000,565.832871
83.858599,1000,566.575901
534.648264,1000,567.099427
570.371855,1000,567.701287
499.172123,1000,568.192885
566.300264,1000,568.900031
765.556096,1000,569.416111
801.162637,1000,569.920336
786.343382,1000,570.441276
445.325285,1000,571.098865
-507.225613,1000,571.719901
441.581464,1000,572.401742
596.731778,1000,573.022919
